date,Location,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths,pm10,so2,co,o3,no2,categori
30/11/2021,DKI Jakarta,-9,14,-21,-25,-25,8,44,0,0,44,863947,13595,849904,448,1.57%,98.37%,1.07,1,29,31,9,18,7,BAIK
1/12/2021,DKI Jakarta,-6,18,-15,-23,-24,7,70,0,76,-6,864017,13595,849980,442,1.57%,98.38%,1.59,1,49,33,13,15,12,SEDANG
2/12/2021,DKI Jakarta,-6,17,-13,-24,-24,8,28,0,67,-39,864045,13595,850047,403,1.57%,98.38%,0.4,1,28,31,7,15,5,BAIK
3/12/2021,DKI Jakarta,-1,18,-6,-22,-22,8,42,0,68,-26,864087,13595,850115,377,1.57%,98.38%,1.5,1,49,32,9,19,7,BAIK
4/12/2021,DKI Jakarta,-8,13,-20,-16,-16,4,48,0,60,-12,864135,13595,850175,365,1.57%,98.38%,1.14,1,39,35,13,15,9,SEDANG
5/12/2021,DKI Jakarta,-10,8,-30,-16,-12,4,43,1,57,-15,864178,13596,850232,350,1.57%,98.39%,0.9,,41,39,15,15,9,SEDANG
6/12/2021,DKI Jakarta,-14,2,-26,-26,-24,9,14,2,53,-41,864192,13598,850285,309,1.57%,98.39%,0.33,2,60,55,23,18,11,SEDANG
7/12/2021,DKI Jakarta,-13,8,-28,-28,-26,10,31,1,38,-8,864223,13599,850323,301,1.57%,98.39%,2.21,0.5,30,34,12,16,9,BAIK
8/12/2021,DKI Jakarta,-6,11,-16,-23,-21,7,41,1,44,-4,864264,13600,850367,297,1.57%,98.39%,1.32,1,45,33,17,18,10,SEDANG
9/12/2021,DKI Jakarta,-7,9,-19,-25,-21,8,36,2,75,-41,864300,13602,850442,256,1.57%,98.40%,0.88,2,33,36,10,21,11,BAIK
10/12/2021,DKI Jakarta,-1,15,-8,-23,-18,8,26,0,36,-10,864326,13602,850478,246,1.57%,98.40%,0.72,0,46,43,14,19,12,SEDANG
11/12/2021,DKI Jakarta,-8,11,-21,-16,-9,3,32,0,42,-10,864358,13602,850520,236,1.57%,98.40%,1.23,1,28,33,8,24,9,BAIK
12/12/2021,DKI Jakarta,-4,12,-21,-14,-1,2,32,0,39,-7,864390,13602,850559,229,1.57%,98.40%,1,1,44,32,17,15,7,SEDANG
13/12/2021,DKI Jakarta,-7,11,-17,-25,-20,7,16,0,40,-24,864406,13602,850599,205,1.57%,98.40%,0.5,1,31,34,10,13,6,BAIK
14/12/2021,DKI Jakarta,-10,7,-20,-25,-22,8,20,0,25,-5,864426,13602,850624,200,1.57%,98.40%,1.25,1,46,46,15,16,10,SEDANG
15/12/2021,DKI Jakarta,-6,9,-19,-23,-20,7,23,0,25,-2,864449,13602,850649,198,1.57%,98.40%,1.15,1,58,43,19,20,14,SEDANG
16/12/2021,DKI Jakarta,-7,7,-20,-24,-20,7,40,0,38,2,864489,13602,850687,200,1.57%,98.40%,1.74,1,56,39,20,24,16,SEDANG
17/12/2021,DKI Jakarta,-2,13,-12,-23,-19,8,38,0,33,5,864527,13602,850720,205,1.57%,98.40%,0.95,1,53,42,18,24,15,SEDANG
18/12/2021,DKI Jakarta,-8,9,-24,-18,-8,3,74,0,30,44,864601,13602,850750,249,1.57%,98.40%,1.95,1,51,39,18,22,10,SEDANG
19/12/2021,DKI Jakarta,-3,11,-20,-14,-3,3,43,0,46,-3,864644,13602,850796,246,1.57%,98.40%,0.58,1,58,38,24,33,15,SEDANG
20/12/2021,DKI Jakarta,-9,5,-23,-25,-22,8,38,0,23,15,864682,13602,850819,261,1.57%,98.40%,0.88,1,52,39,13,23,11,SEDANG
21/12/2021,DKI Jakarta,-9,7,-24,-24,-23,8,55,2,20,33,864737,13604,850839,294,1.57%,98.39%,1.45,,52,41,19,22,17,SEDANG
22/12/2021,DKI Jakarta,-4,11,-16,-22,-22,7,43,1,20,22,864780,13605,850859,316,1.57%,98.39%,0.78,0.5,63,56,28,25,19,SEDANG
23/12/2021,DKI Jakarta,-8,5,-20,-23,-22,8,16,0,52,-36,864796,13605,850911,280,1.57%,98.39%,0.37,0,56,57,18,20,18,SEDANG
24/12/2021,DKI Jakarta,1,20,-6,-24,-25,8,69,0,29,40,864865,13605,850940,320,1.57%,98.39%,4.31,1,34,53,15,17,11,SEDANG
25/12/2021,DKI Jakarta,-10,8,-16,-24,-37,6,80,0,45,35,864945,13605,850985,355,1.57%,98.39%,1.16,1,53,56,17,17,9,SEDANG
26/12/2021,DKI Jakarta,-6,9,-21,-18,-4,3,47,0,24,23,864992,13605,851009,378,1.57%,98.38%,0.59,1,35,51,11,22,10,SEDANG
27/12/2021,DKI Jakarta,-5,12,-14,-26,-25,8,42,0,98,-56,865034,13605,851107,322,1.57%,98.39%,0.89,1,52,61,15,20,15,SEDANG
28/12/2021,DKI Jakarta,-7,10,-16,-25,-25,8,96,3,129,-36,865130,13608,851236,286,1.57%,98.39%,2.29,,51,53,15,18,13,SEDANG
29/12/2021,DKI Jakarta,-6,11,-15,-25,-25,8,27,0,0,27,865157,13608,851236,313,1.57%,98.39%,0.28,0,31,54,10,24,11,SEDANG
30/12/2021,DKI Jakarta,-2,18,-9,-22,-25,7,53,0,0,53,865210,13608,851236,366,1.57%,98.38%,1.96,1,55,53,16,23,14,SEDANG
31/12/2021,DKI Jakarta,2,34,4,-20,-33,6,87,1,0,86,865297,13609,851236,452,1.57%,98.38%,1.64,,62,52,23,20,14,SEDANG
