date,Location,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths,pm10,so2,co,o3,no2,categori
13/08/2020,DKI Jakarta,-32,-16,-65,-43,-33,15,608,11,400,197,27759,978,17943,8838,3.52%,64.64%,1.15,0.73,53,16,7,41,12,SEDANG
14/08/2020,DKI Jakarta,-23,-5,-56,-38,-31,14,538,4,694,-160,28297,982,18637,8678,3.47%,65.86%,0.88,0.36,40,16,8,43,16,BAIK
15/08/2020,DKI Jakarta,-28,-6,-58,-32,-20,8,583,6,527,50,28880,988,19164,8728,3.42%,66.36%,1.08,1.5,58,18,10,29,12,SEDANG
16/08/2020,DKI Jakarta,-33,-14,-62,-36,-15,8,518,1,654,-137,29398,989,19818,8591,3.36%,67.41%,0.89,0.17,50,19,4,44,10,BAIK
17/08/2020,DKI Jakarta,-32,-19,-49,-57,-70,21,552,14,209,329,29950,1003,20027,8920,3.35%,66.87%,1.07,14,52,16,7,52,10,SEDANG
18/08/2020,DKI Jakarta,-31,-14,-64,-42,-32,13,513,19,589,-95,30463,1022,20616,8825,3.35%,67.68%,0.93,1.36,52,17,10,66,13,SEDANG
19/08/2020,DKI Jakarta,-26,-8,-63,-39,-32,12,551,18,570,-37,31014,1040,21186,8788,3.35%,68.31%,1.07,0.95,65,18,15,39,18,SEDANG
20/08/2020,DKI Jakarta,-32,-16,-55,-55,-65,20,594,16,729,-151,31608,1056,21915,8637,3.34%,69.33%,1.08,0.89,54,17,6,40,13,SEDANG
21/08/2020,DKI Jakarta,-29,-14,-56,-52,-47,18,657,16,435,206,32265,1072,22350,8843,3.32%,69.27%,1.11,1,46,18,3,41,9,BAIK
22/08/2020,DKI Jakarta,-32,-15,-57,-40,-20,9,588,17,653,-82,32853,1089,23003,8761,3.31%,70.02%,0.89,1.06,58,21,5,42,11,SEDANG
23/08/2020,DKI Jakarta,-35,-18,-63,-38,-13,9,614,17,693,-96,33467,1106,23696,8665,3.30%,70.80%,1.04,1,63,22,7,53,13,SEDANG
24/08/2020,DKI Jakarta,-27,-12,-61,-41,-30,14,633,16,1901,-1284,34100,1122,25597,7381,3.29%,75.06%,1.03,0.94,55,18,5,44,11,SEDANG
25/08/2020,DKI Jakarta,-26,-7,-62,-40,-31,14,638,15,526,97,34738,1137,26123,7478,3.27%,75.20%,1.01,0.94,57,20,7,53,14,SEDANG
26/08/2020,DKI Jakarta,-26,-9,-62,-41,-30,14,713,7,764,-58,35451,1144,26887,7420,3.23%,75.84%,1.12,0.47,52,20,5,66,11,SEDANG
27/08/2020,DKI Jakarta,-25,-8,-60,-41,-30,13,760,11,1539,-790,36211,1155,28426,6630,3.19%,78.50%,1.07,1.57,55,18,5,52,11,SEDANG
28/08/2020,DKI Jakarta,-21,-3,-56,-40,-29,14,869,10,880,-21,37080,1165,29306,6609,3.14%,79.03%,1.14,0.91,57,19,5,48,16,SEDANG
29/08/2020,DKI Jakarta,-25,-2,-56,-33,-17,8,861,18,600,243,37941,1183,29906,6852,3.12%,78.82%,0.99,1.8,59,20,4,54,8,SEDANG
30/08/2020,DKI Jakarta,-28,-7,-60,-33,-12,8,1094,9,368,717,39035,1192,30274,7569,3.05%,77.56%,1.27,0.5,56,19,4,58,6,SEDANG
31/08/2020,DKI Jakarta,-23,-3,-61,-40,-30,13,1049,14,402,633,40084,1206,30676,8202,3.01%,76.53%,0.96,1.56,57,20,6,68,14,SEDANG
1/9/2020,DKI Jakarta,-24,-2,-61,-39,-31,13,901,17,737,147,40985,1223,31413,8349,2.98%,76.65%,0.86,1.21,63,20,6,60,11,SEDANG
2/9/2020,DKI Jakarta,-25,-6,-62,-40,-31,13,1054,17,479,558,42039,1240,31892,8907,2.95%,75.86%,1.17,1,57,18,6,81,13,SEDANG
3/9/2020,DKI Jakarta,-25,-6,-58,-42,-31,13,1359,15,702,642,43398,1255,32594,9549,2.89%,75.10%,1.29,0.88,58,18,8,65,13,SEDANG
4/9/2020,DKI Jakarta,-22,-5,-51,-41,-30,14,880,6,823,51,44278,1261,33417,9600,2.85%,75.47%,0.65,0.4,48,19,5,44,9,SEDANG
5/9/2020,DKI Jakarta,-25,-4,-53,-34,-19,8,877,14,731,132,45155,1275,34148,9732,2.82%,75.62%,1,2.33,50,17,5,88,12,SEDANG
6/9/2020,DKI Jakarta,-30,-10,-58,-34,-15,8,1176,10,805,361,46331,1285,34953,10093,2.77%,75.44%,1.34,0.71,59,17,7,84,12,SEDANG
7/9/2020,DKI Jakarta,-25,-8,-58,-41,-32,14,1046,22,662,362,47377,1307,35615,10455,2.76%,75.17%,0.89,2.2,---,23,6,64,12,SEDANG
8/9/2020,DKI Jakarta,-26,-9,-59,-40,-33,14,1014,21,931,62,48391,1328,36546,10517,2.74%,75.52%,0.97,0.95,58,22,5,47,12,SEDANG
9/9/2020,DKI Jakarta,-26,-10,-60,-41,-32,13,1004,17,844,143,49395,1345,37390,10660,2.72%,75.70%,0.99,0.81,56,22,4,39,9,SEDANG
10/9/2020,DKI Jakarta,-26,-10,-59,-42,-32,13,1274,17,1008,249,50669,1362,38398,10909,2.69%,75.78%,1.27,1,56,18,6,78,13,SEDANG
11/9/2020,DKI Jakarta,-22,-8,-52,-41,-30,14,964,17,904,43,51633,1379,39302,10952,2.67%,76.12%,0.76,1,68,18,7,70,22,SEDANG
12/9/2020,DKI Jakarta,-27,-8,-53,-35,-18,9,1205,18,665,522,52838,1397,39967,11474,2.64%,75.64%,1.25,1.06,59,18,7,99,18,SEDANG
13/09/2020,DKI Jakarta,-32,-14,-61,-36,-13,9,1380,5,957,418,54218,1402,40924,11892,2.59%,75.48%,1.15,0.28,60,18,7,86,11,SEDANG
14/09/2020,DKI Jakarta,-41,-24,-67,-54,-37,19,879,27,1511,-659,55097,1429,42435,11233,2.59%,77.02%,0.64,5.4,57,18,6,58,11,SEDANG
15/09/2020,DKI Jakarta,-42,-25,-69,-54,-38,19,1076,33,982,61,56173,1462,43417,11294,2.60%,77.29%,1.22,1.22,55,16,6,69,12,SEDANG
16/09/2020,DKI Jakarta,-38,-17,-65,-52,-37,18,1294,31,1146,117,57467,1493,44563,11411,2.60%,77.55%,1.2,0.94,57,16,7,59,14,SEDANG
17/09/2020,DKI Jakarta,-39,-18,-63,-53,-37,18,1113,14,748,351,58580,1507,45311,11762,2.57%,77.35%,0.86,0.45,45,18,4,49,10,SEDANG
18/09/2020,DKI Jakarta,-38,-17,-59,-52,-36,19,1258,22,1036,200,59838,1529,46347,11962,2.56%,77.45%,1.13,1.57,52,19,4,42,10,SEDANG
19/09/2020,DKI Jakarta,-41,-16,-65,-47,-21,13,988,10,1032,-54,60826,1539,47379,11908,2.53%,77.89%,0.79,0.45,60,22,5,68,11,SEDANG
20/09/2020,DKI Jakarta,-53,-30,-76,-55,-21,15,1138,14,1069,55,61964,1553,48448,11963,2.51%,78.19%,1.15,1.4,44,19,3,35,6,SEDANG
21/09/2020,DKI Jakarta,-40,-22,-66,-52,-37,18,1352,29,1294,29,63316,1582,49742,11992,2.50%,78.56%,1.19,2.07,46,18,8,64,9,SEDANG
22/09/2020,DKI Jakarta,-43,-21,-68,-53,-39,19,1236,30,849,357,64552,1612,50591,12349,2.50%,78.37%,0.91,1.03,37,15,6,82,11,SEDANG
23/09/2020,DKI Jakarta,-43,-19,-65,-51,-37,19,1135,28,1105,2,65687,1640,51696,12351,2.50%,78.70%,0.92,0.93,54,20,7,78,12,SEDANG
24/09/2020,DKI Jakarta,-44,-19,-64,-52,-37,18,1044,20,1162,-138,66731,1660,52858,12213,2.49%,79.21%,0.92,0.71,57,17,6,82,14,SEDANG
25/09/2020,DKI Jakarta,-40,-11,-59,-50,-36,19,1171,13,1626,-468,67902,1673,54484,11745,2.46%,80.24%,1.12,0.65,62,19,6,65,11,SEDANG
26/09/2020,DKI Jakarta,-43,-11,-65,-44,-21,13,1323,12,764,547,69225,1685,55248,12292,2.43%,79.81%,1.13,0.92,69,19,10,91,14,TIDAK SEHAT
27/09/2020,DKI Jakarta,-49,-19,-71,-47,-18,13,1217,13,1294,-90,70442,1698,56542,12202,2.41%,80.27%,0.92,1.08,61,17,11,77,13,SEDANG
28/09/2020,DKI Jakarta,-40,-13,-64,-50,-36,18,898,9,1331,-442,71340,1707,57873,11760,2.39%,81.12%,0.74,0.69,42,16,5,70,10,SEDANG
29/09/2020,DKI Jakarta,-42,-14,-63,-49,-37,18,1238,21,1121,96,72578,1728,58994,11856,2.38%,81.28%,1.38,2.33,52,19,6,66,11,SEDANG
30/09/2020,DKI Jakarta,-39,-8,-61,-47,-36,16,1159,13,1452,-306,73737,1741,60446,11550,2.36%,81.98%,0.94,0.62,55,19,6,47,11,SEDANG
1/10/2020,DKI Jakarta,-40,-6,-58,-47,-36,15,1253,6,1118,129,74990,1747,61564,11679,2.33%,82.10%,1.08,0.46,50,19,4,50,10,SEDANG
2/10/2020,DKI Jakarta,-38,-7,-53,-46,-35,16,1198,3,675,520,76188,1750,62239,12199,2.30%,81.69%,0.96,0.5,53,22,6,69,12,SEDANG
3/10/2020,DKI Jakarta,-41,-7,-60,-40,-23,11,1265,4,1190,71,77453,1754,63429,12270,2.26%,81.89%,1.06,1.33,50,17,9,71,14,SEDANG
4/10/2020,DKI Jakarta,-45,-14,-66,-41,-19,10,1398,13,1031,354,78851,1767,64460,12624,2.24%,81.75%,1.11,3.25,53,18,8,75,16,SEDANG
5/10/2020,DKI Jakarta,-38,-8,-58,-46,-36,14,1022,16,980,26,79873,1783,65440,12650,2.23%,81.93%,0.73,1.23,40,16,5,95,10,SEDANG
6/10/2020,DKI Jakarta,-40,-13,-61,-47,-37,15,1106,31,1016,59,80979,1814,66456,12709,2.24%,82.07%,1.08,1.94,42,17,5,70,11,SEDANG
7/10/2020,DKI Jakarta,-40,-14,-61,-48,-36,15,1211,15,987,209,82190,1829,67443,12918,2.23%,82.06%,1.09,0.48,52,20,5,68,13,SEDANG
8/10/2020,DKI Jakarta,-41,-16,-40,-41,-37,17,1182,17,1047,118,83372,1846,68490,13036,2.21%,82.15%,0.98,1.13,46,20,5,83,11,SEDANG
9/10/2020,DKI Jakarta,-40,-15,-57,-50,-36,19,943,21,849,73,84315,1867,69339,13109,2.21%,82.24%,0.8,1.24,60,18,7,87,14,SEDANG
10/10/2020,DKI Jakarta,-44,-17,-63,-43,-21,12,1259,16,1284,-41,85574,1883,70623,13068,2.20%,82.53%,1.34,0.76,53,17,7,60,11,SEDANG
11/10/2020,DKI Jakarta,-45,-16,-66,-43,-15,11,1389,18,1062,309,86963,1901,71685,13377,2.19%,82.43%,1.1,1.13,44,18,6,74,11,SEDANG
12/10/2020,DKI Jakarta,-36,-14,-56,-46,-33,16,1211,25,1113,73,88174,1926,72798,13450,2.18%,82.56%,0.87,1.39,57,19,7,86,16,SEDANG
13/10/2020,DKI Jakarta,-41,-18,-55,-48,-37,18,1054,19,1101,-66,89228,1945,73899,13384,2.18%,82.82%,0.87,0.76,61,21,9,75,11,SEDANG
14/10/2020,DKI Jakarta,-36,-16,-58,-46,-33,16,1038,17,1203,-182,90266,1962,75102,13202,2.17%,83.20%,0.98,0.89,63,18,8,63,20,SEDANG
15/10/2020,DKI Jakarta,-35,-13,-56,-44,-33,16,1072,20,1050,2,91338,1982,76152,13204,2.17%,83.37%,1.03,1.18,60,20,7,70,17,SEDANG
16/10/2020,DKI Jakarta,-38,-19,-55,-45,-33,18,1045,24,982,39,92383,2006,77134,13243,2.17%,83.49%,0.97,1.2,56,19,7,76,20,SEDANG
17/10/2020,DKI Jakarta,-34,-7,-54,-35,-18,10,974,23,1108,-157,93357,2029,78242,13086,2.17%,83.81%,0.93,0.96,51,17,9,61,22,SEDANG
18/10/2020,DKI Jakarta,-38,-15,-58,-35,-15,10,971,17,1080,-126,94328,2046,79322,12960,2.17%,84.09%,1,0.74,50,16,7,51,14,SEDANG
19/10/2020,DKI Jakarta,-36,-16,-60,-42,-33,16,926,14,1128,-216,95254,2060,80450,12744,2.16%,84.46%,0.95,0.82,54,16,7,60,11,SEDANG
20/10/2020,DKI Jakarta,-37,-17,-54,-42,-34,16,964,22,837,105,96218,2082,81287,12849,2.16%,84.48%,1.04,1.57,54,18,11,43,15,SEDANG
21/10/2020,DKI Jakarta,-38,-21,-61,-44,-33,16,1000,21,1073,-94,97218,2103,82360,12755,2.16%,84.72%,1.04,0.95,57,18,11,71,15,SEDANG
22/10/2020,DKI Jakarta,-33,-10,-49,-41,-33,14,989,16,1157,-184,98207,2119,83517,12571,2.16%,85.04%,0.99,0.76,48,17,10,44,13,SEDANG
23/10/2020,DKI Jakarta,-29,-6,-46,-40,-31,14,952,21,1093,-162,99159,2140,84610,12409,2.16%,85.33%,0.96,1.31,26,15,3,23,7,BAIK
24/10/2020,DKI Jakarta,-32,-6,-49,-31,-17,9,1062,20,1157,-115,100221,2160,85767,12294,2.16%,85.58%,1.12,0.95,47,23,6,61,11,SEDANG
25/10/2020,DKI Jakarta,-36,-12,-55,-33,-14,8,771,18,1231,-478,100992,2178,86998,11816,2.16%,86.14%,0.73,0.9,39,17,7,48,11,SEDANG
26/10/2020,DKI Jakarta,-36,-16,-58,-41,-32,14,906,13,1185,-292,101898,2191,88183,11524,2.15%,86.54%,1.18,0.72,41,18,8,77,20,SEDANG
27/10/2020,DKI Jakarta,-32,-8,-57,-36,-33,13,781,11,1130,-360,102679,2202,89313,11164,2.14%,86.98%,0.86,0.85,40,16,9,77,15,SEDANG
28/10/2020,DKI Jakarta,-28,-4,-45,-40,-45,13,844,17,1060,-233,103523,2219,90373,10931,2.14%,87.30%,1.08,1.55,55,18,18,60,16,SEDANG
29/10/2020,DKI Jakarta,-32,-13,-38,-50,-65,17,713,14,1084,-385,104236,2233,91457,10546,2.14%,87.74%,0.84,0.82,51,17,7,40,14,SEDANG
30/10/2020,DKI Jakarta,-33,-13,-44,-50,-49,17,612,14,1081,-483,104848,2247,92538,10063,2.14%,88.26%,0.86,1,52,18,5,35,9,SEDANG
31/10/2020,DKI Jakarta,-40,-20,-54,-39,-23,9,750,19,1047,-316,105598,2266,93585,9747,2.15%,88.62%,1.23,1.36,35,20,3,48,8,SEDANG
1/11/2020,DKI Jakarta,-38,-15,-55,-31,-16,6,608,19,1474,-885,106206,2285,95059,8862,2.15%,89.50%,0.81,1,49,67,18,10,40,SEDANG
2/11/2020,DKI Jakarta,-30,-7,-52,-37,-31,12,1024,18,1058,-52,107230,2303,96117,8810,2.15%,89.64%,1.68,0.95,23,27,15,3,32,BAIK
3/11/2020,DKI Jakarta,-31,-9,-56,-39,-32,13,617,10,1025,-418,107847,2313,97142,8392,2.14%,90.07%,0.6,0.56,43,64,19,6,53,SEDANG
4/11/2020,DKI Jakarta,-31,-12,-56,-40,-32,13,768,14,940,-186,108615,2327,98082,8206,2.14%,90.30%,1.24,1.4,42,62,20,5,59,SEDANG
5/11/2020,DKI Jakarta,-33,-14,-57,-42,-33,14,797,15,974,-192,109412,2342,99056,8014,2.14%,90.53%,1.04,1.07,51,70,17,11,50,SEDANG
6/11/2020,DKI Jakarta,-28,-9,-49,-40,-31,14,672,18,1028,-374,110084,2360,100084,7640,2.14%,90.92%,0.84,1.2,79,106,23,13,49,TIDAK SEHAT
7/11/2020,DKI Jakarta,-29,-8,-47,-31,-18,8,1118,11,987,120,111202,2371,101071,7760,2.13%,90.89%,1.66,0.61,61,85,19,14,45,SEDANG
8/11/2020,DKI Jakarta,-33,-13,-51,-32,-14,7,826,8,984,-166,112028,2379,102055,7594,2.12%,91.10%,0.74,0.73,60,85,16,17,57,SEDANG
9/11/2020,DKI Jakarta,-30,-11,-54,-40,-31,13,716,12,1131,-427,112744,2391,103186,7167,2.12%,91.52%,0.87,1.5,62,95,20,13,57,SEDANG
10/11/2020,DKI Jakarta,-32,-12,-53,-39,-33,13,1013,13,1257,-257,113757,2404,104443,6910,2.11%,91.81%,1.41,1.08,62,92,18,8,53,SEDANG
11/11/2020,DKI Jakarta,-29,-11,-53,-40,-31,13,587,13,959,-385,114344,2417,105402,6525,2.11%,92.18%,0.58,1,61,97,20,10,62,SEDANG
12/11/2020,DKI Jakarta,-30,-12,-52,-40,-32,13,831,11,1072,-252,115175,2428,106474,6273,2.11%,92.45%,1.42,0.85,53,80,20,6,49,SEDANG
13/11/2020,DKI Jakarta,-26,-9,-44,-38,-30,13,1033,10,13,1010,116208,2438,106487,7283,2.10%,91.63%,1.24,0.91,53,68,20,5,34,SEDANG
14/11/2020,DKI Jakarta,-28,-8,-45,-30,-17,7,1255,5,11,1239,117463,2443,106498,8522,2.08%,90.67%,1.21,0.5,54,78,20,7,79,SEDANG
15/11/2020,DKI Jakarta,-31,-12,-46,-30,-13,7,1164,2,23,1139,118627,2445,106521,9661,2.06%,89.79%,0.93,0.4,52,73,21,6,41,SEDANG
16/11/2020,DKI Jakarta,-31,-12,-53,-40,-31,13,1006,2,867,137,119633,2447,107388,9798,2.05%,89.76%,0.86,1,51,70,20,5,42,SEDANG
17/11/2020,DKI Jakarta,-32,-13,-54,-40,-32,13,1037,36,825,176,120670,2483,108213,9974,2.06%,89.68%,1.03,18,57,84,18,7,60,SEDANG
18/11/2020,DKI Jakarta,-32,-14,-54,-41,-31,13,1148,11,2193,-1056,121818,2494,110406,8918,2.05%,90.63%,1.11,0.31,57,79,18,9,71,SEDANG
19/11/2020,DKI Jakarta,-30,-12,-51,-41,-31,13,1185,14,2671,-1500,123003,2508,113077,7418,2.04%,91.93%,1.03,1.27,58,84,18,13,64,SEDANG
20/11/2020,DKI Jakarta,-27,-9,-44,-40,-30,14,1240,0,569,671,124243,2508,113646,8089,2.02%,91.47%,1.05,0,53,68,20,5,34,SEDANG
21/11/2020,DKI Jakarta,-29,-9,-48,-32,-17,8,1579,15,1085,479,125822,2523,114731,8568,2.01%,91.19%,1.27,,54,82,18,15,48,SEDANG
22/11/2020,DKI Jakarta,-33,-14,-51,-32,-14,8,1342,16,1070,256,127164,2539,115801,8824,2.00%,91.06%,0.85,1.07,51,69,18,15,45,SEDANG
23/11/2020,DKI Jakarta,-32,-15,-55,-42,-31,13,1009,3,1052,-46,128173,2542,116853,8778,1.98%,91.17%,0.75,0.19,62,93,20,11,51,SEDANG
24/11/2020,DKI Jakarta,-35,-18,-57,-41,-32,14,1015,19,1089,-93,129188,2561,117942,8685,1.98%,91.29%,1.01,6.33,44,56,19,8,53,SEDANG
25/11/2020,DKI Jakarta,-28,-9,-52,-39,-31,12,1273,17,1090,166,130461,2578,119032,8851,1.98%,91.24%,1.25,0.89,39,63,19,8,48,SEDANG
26/11/2020,DKI Jakarta,-25,-5,-46,-37,-31,11,1064,14,1133,-83,131525,2592,120165,8768,1.97%,91.36%,0.84,0.82,47,69,21,9,55,SEDANG
27/11/2020,DKI Jakarta,-25,-8,-43,-38,-30,13,1436,15,838,583,132961,2607,121003,9351,1.96%,91.01%,1.35,1.07,44,59,20,8,41,SEDANG
28/11/2020,DKI Jakarta,-23,1,-41,-27,-17,6,1370,15,1232,123,134331,2622,122235,9474,1.95%,91.00%,0.95,1,46,66,18,7,65,SEDANG
29/11/2020,DKI Jakarta,-29,-9,-49,-29,-13,6,1431,19,820,592,135762,2641,123055,10066,1.95%,90.64%,1.04,1.27,37,56,17,7,24,SEDANG
30/11/2020,DKI Jakarta,-24,0,-48,-37,-30,11,1099,25,910,164,136861,2666,123965,10230,1.95%,90.58%,0.77,1.32,18,21,16,4,27,BAIK
1/12/2020,DKI Jakarta,-24,1,-47,-36,-31,11,1058,23,1042,-7,137919,2689,125007,10223,1.95%,90.64%,0.96,0.92,22,17,4,19,8,BAIK
2/12/2020,DKI Jakarta,-24,-3,-47,-38,-30,12,1166,23,1063,80,139085,2712,126070,10303,1.95%,90.64%,1.1,1,25,18,4,28,7,BAIK
3/12/2020,DKI Jakarta,-26,-6,-48,-40,-32,12,1153,34,1073,46,140238,2746,127143,10349,1.96%,90.66%,0.99,1.48,29,19,8,48,14,BAIK
4/12/2020,DKI Jakarta,-23,-2,-43,-37,-30,12,1032,23,928,81,141270,2769,128071,10430,1.96%,90.66%,0.9,0.68,39,29,8,52,17,SEDANG
5/12/2020,DKI Jakarta,-25,-2,-44,-27,-18,6,1360,23,1031,306,142630,2792,129102,10736,1.96%,90.52%,1.32,1,28,22,7,34,11,BAIK
6/12/2020,DKI Jakarta,-33,-13,-59,-33,-16,8,1331,23,1040,268,143961,2815,130142,11004,1.96%,90.40%,0.98,1,31,22,7,30,9,BAIK
7/12/2020,DKI Jakarta,-28,-9,-54,-40,-33,12,1466,24,944,498,145427,2839,131086,11502,1.95%,90.14%,1.1,1.04,25,22,6,18,9,BAIK
8/12/2020,DKI Jakarta,-26,-6,-51,-37,-31,11,1194,21,1203,-30,146621,2860,132289,11472,1.95%,90.23%,0.81,0.88,36,31,8,23,8,SEDANG
9/12/2020,DKI Jakarta,-26,-9,-44,-49,-59,19,1217,18,1072,127,147838,2878,133361,11599,1.95%,90.21%,1.02,0.86,32,22,5,25,8,BAIK
10/12/2020,DKI Jakarta,-27,-7,-49,-36,-29,12,1180,18,1046,116,149018,2896,134407,11715,1.94%,90.20%,0.97,1,32,30,4,25,7,BAIK
11/12/2020,DKI Jakarta,-24,-4,-43,-37,-29,13,1232,4,1096,132,150250,2900,135503,11847,1.93%,90.19%,1.04,0.22,32,24,9,21,12,BAIK
12/12/2020,DKI Jakarta,-26,-3,-46,-28,-15,8,951,17,923,11,151201,2917,136426,11858,1.93%,90.23%,0.77,4.25,23,19,6,29,10,BAIK
13/12/2020,DKI Jakarta,-30,-9,-50,-27,-10,8,1298,16,1112,170,152499,2933,137538,12028,1.92%,90.19%,1.36,0.94,29,20,5,29,6,BAIK
14/12/2020,DKI Jakarta,-27,-7,-50,-37,-30,13,1506,17,1471,18,154005,2950,139009,12046,1.92%,90.26%,1.16,1.06,25,18,4,29,9,BAIK
15/12/2020,DKI Jakarta,-27,-6,-49,-36,-31,13,1116,22,1135,-41,155121,2972,140144,12005,1.92%,90.34%,0.74,1.29,26,18,6,24,8,BAIK
16/12/2020,DKI Jakarta,-26,-6,-48,-36,-30,12,1221,22,1142,57,156342,2994,141286,12062,1.92%,90.37%,1.09,1,21,17,5,19,7,BAIK
17/12/2020,DKI Jakarta,-26,-6,-46,-35,-30,12,1690,20,1371,299,158032,3014,142657,12361,1.91%,90.27%,1.38,0.91,24,21,5,30,7,BAIK
18/12/2020,DKI Jakarta,-23,-3,-37,-34,-29,13,1587,19,1234,334,159619,3033,143891,12695,1.90%,90.15%,0.94,0.95,25,19,5,25,8,BAIK
19/12/2020,DKI Jakarta,-27,-4,-45,-27,-14,8,1899,20,1097,782,161518,3053,144988,13477,1.89%,89.77%,1.2,1.05,27,19,6,24,9,BAIK
20/12/2020,DKI Jakarta,-31,-11,-54,-27,-11,8,1592,19,1874,-301,163110,3072,146862,13176,1.88%,90.04%,0.84,0.95,37,20,9,19,8,BAIK
21/12/2020,DKI Jakarta,-25,-5,-46,-35,-31,12,1466,15,1368,83,164576,3087,148230,13259,1.88%,90.07%,0.92,0.79,17,17,4,14,5,BAIK
22/12/2020,DKI Jakarta,-25,-5,-46,-35,-32,12,1311,14,1374,-77,165887,3101,149604,13182,1.87%,90.18%,0.89,0.93,23,19,6,16,10,BAIK
23/12/2020,DKI Jakarta,-23,-2,-46,-33,-32,11,1954,15,1444,495,167841,3116,151048,13677,1.86%,89.99%,1.49,1.07,43,26,7,26,13,SEDANG
24/12/2020,DKI Jakarta,-27,-7,-43,-42,-51,15,1933,16,1341,576,169774,3132,152389,14253,1.84%,89.76%,0.99,1.07,40,26,8,31,8,SEDANG
25/12/2020,DKI Jakarta,-34,-17,-42,-53,-66,22,2096,21,1727,348,171870,3153,154116,14601,1.83%,89.67%,1.08,1.31,23,23,4,25,5,BAIK
26/12/2020,DKI Jakarta,-36,-15,-49,-38,-26,10,2058,14,2551,-507,173928,3167,156667,14094,1.82%,90.08%,0.98,0.67,23,26,3,30,6,BAIK
27/12/2020,DKI Jakarta,-36,-17,-53,-33,-11,8,1997,22,1824,151,175925,3189,158491,14245,1.81%,90.09%,0.97,1.57,24,26,5,35,5,BAIK
28/12/2020,DKI Jakarta,-28,-6,-48,-40,-36,13,1678,21,1713,-56,177603,3210,160204,14189,1.81%,90.20%,0.84,0.95,26,27,4,33,8,BAIK
29/12/2020,DKI Jakarta,-29,-8,-49,-40,-38,14,2056,18,1002,1036,179659,3228,161206,15225,1.80%,89.73%,1.23,0.86,21,23,5,28,6,BAIK
30/12/2020,DKI Jakarta,-28,-4,-50,-38,-38,13,2053,21,1566,466,181712,3249,162772,15691,1.79%,89.58%,1,1.17,19,22,4,25,7,BAIK
31/12/2020,DKI Jakarta,-32,-2,-47,-44,-55,15,2022,21,1968,33,183734,3270,164740,15724,1.78%,89.66%,0.98,1,26,25,8,29,10,BAIK
1/1/2021,DKI Jakarta,-46,-27,-51,-61,-73,22,1956,20,1643,293,185690,3290,166383,16017,1.77%,89.60%,0.97,0.95,38,29,6,31,13,SEDANG
2/1/2021,DKI Jakarta,-39,-15,-50,-41,-33,11,1894,26,2280,-412,187584,3316,168663,15605,1.77%,89.91%,0.97,1.3,27,27,7,47,7,BAIK
3/1/2021,DKI Jakarta,-40,-19,-58,-34,-15,9,1658,10,1691,-43,189242,3326,170354,15562,1.76%,90.02%,0.88,0.38,44,25,7,40,13,SEDANG
4/1/2021,DKI Jakarta,-29,-5,-50,-39,-32,13,1832,21,2527,-716,191074,3347,172881,14846,1.75%,90.48%,1.1,2.1,30,24,4,32,7,BAIK
5/1/2021,DKI Jakarta,-32,-9,-53,-39,-33,14,1824,19,1339,466,192898,3366,174220,15312,1.74%,90.32%,1,0.9,38,24,6,31,9,SEDANG
6/1/2021,DKI Jakarta,-30,-11,-52,-40,-32,14,2402,17,1095,1290,195300,3383,175315,16602,1.73%,89.77%,1.32,0.89,41,23,13,46,13,SEDANG
7/1/2021,DKI Jakarta,-31,-10,-51,-41,-33,15,2398,21,1446,931,197698,3404,176761,17533,1.72%,89.41%,1,1.24,35,22,6,39,10,BAIK
8/1/2021,DKI Jakarta,-28,-9,-44,-41,-31,15,2959,24,2690,245,200657,3428,179451,17778,1.71%,89.43%,1.23,1.14,37,26,16,17,10,SEDANG
9/1/2021,DKI Jakarta,-38,-18,-58,-39,-20,11,2753,27,2118,608,203410,3455,181569,18386,1.70%,89.26%,0.93,1.13,47,16,27,22,12,SEDANG
10/1/2021,DKI Jakarta,-32,-9,-55,-34,-12,9,2711,31,2898,-218,206121,3486,184467,18168,1.69%,89.49%,0.98,1.15,23,16,11,33,8,BAIK
11/1/2021,DKI Jakarta,-32,-12,-50,-43,-34,15,2461,31,2510,-80,208582,3517,186977,18088,1.69%,89.64%,0.91,1,38,17,14,27,10,SEDANG
12/1/2021,DKI Jakarta,-36,-17,-54,-44,-36,15,2669,34,1657,978,211251,3551,188634,19066,1.68%,89.29%,1.08,1.1,29,20,12,26,15,BAIK
13/01/2021,DKI Jakarta,-36,-18,-53,-45,-36,14,3476,45,2952,479,214727,3596,191586,19545,1.67%,89.22%,1.3,1.32,34,17,13,20,9,BAIK
14/01/2021,DKI Jakarta,-38,-23,-53,-48,-40,12,3165,43,2075,1047,217892,3639,193661,20592,1.67%,88.88%,0.91,0.96,36,15,15,26,13,SEDANG
15/01/2021,DKI Jakarta,-36,-22,-48,-49,-40,13,2541,35,2490,16,220433,3674,196151,20608,1.67%,88.98%,0.8,0.81,42,14,15,32,12,SEDANG
